UBO id	Breed name	Country	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	Other name(s) =synonym							Language (for Breed name and Other name)	ISO3 Country code	Domestication status	Taxonomic classification	Description of origin	Geographical classification
UBO:0014293	Blauwe Texelaar	Belgium	Blauwe Texelaar-Belgium [Blue Texel (Sheep)]	Blue Texel	Sheep	Blue Texel (Sheep)	UBO:0001343								dutch	BEL	domestic	breed	imported; exotic	regional
UBO:0014294	Blaue Texel	Germany	Blaue Texel-Germany [Blue Texel (Sheep)]	Blue Texel	Sheep	Blue Texel (Sheep)	UBO:0001343								ger.	DEU				regional
UBO:0014295	Blauwe Texelaar	Netherlands	Blauwe Texelaar-Netherlands [Blue Texel (Sheep)]	Blue Texel	Sheep	Blue Texel (Sheep)	UBO:0001343								dutch	NLD	domestic	breed	indigenous breed. By accident generated since in 1968 the first Blue Texel was born.	regional
UBO:0014296	Bluefaced Leicester	Canada	Bluefaced Leicester-Canada [Bluefaced Leicester (Sheep)]	Bluefaced Leicester	Sheep	Bluefaced Leicester (Sheep)	UBO:0001344								EN	CAN				international
UBO:0014297	Bluefaced Leicester	United Kingdom of Great Britain and Northern Ireland	Bluefaced Leicester-United Kingdom of Great Britain and Northern Ireland [Bluefaced Leicester (Sheep)]	Bluefaced Leicester	Sheep	Bluefaced Leicester (Sheep)	UBO:0001344								eng.	GBR	domestic	breed	local breed descended from Bakewell's Dishley Leicester	international
UBO:0014298	Bluefaced Leicester	Ireland	Bluefaced Leicester-Ireland [Bluefaced Leicester (Sheep)]	Bluefaced Leicester	Sheep	Bluefaced Leicester (Sheep)	UBO:0001344								eng.	IRL	domestic	breed	imported from United Kingdom; composite of English Longwool and Border Leicester (United Kingdom)	international
UBO:0014299	Bluefaced Leicester	Netherlands	Bluefaced Leicester-Netherlands [Bluefaced Leicester (Sheep)]	Bluefaced Leicester	Sheep	Bluefaced Leicester (Sheep)	UBO:0001344								eng.	NLD			imported	international
UBO:0014300	Blueface Leicester	United States of America	Blueface Leicester-United States of America [Bluefaced Leicester (Sheep)]	Bluefaced Leicester	Sheep	Bluefaced Leicester (Sheep)	UBO:0001344								eng.	USA	domestic	breed	Hexham in Northumberland, England	international
UBO:0014301	Booroola	Poland	Booroola-Poland [Booroola (Sheep)]	Booroola	Sheep	Booroola (Sheep)	UBO:0001345									POL	domestic		exotic; imported	local
UBO:0014302	Booroola Merino	Australia	Booroola Merino-Australia [Booroola Merino (Sheep)]	Booroola Merino	Sheep	Booroola Merino (Sheep)	UBO:0001346	High-Fertility Merino								AUS	domestic	breed	strain of medium-wooled Non-Peppin (MNP) Australian Merino carrying gene for prolificacy, selected (on females only) by Seears brothers at Booroola, Cooma, NSW since 1945 and by CSIRO (on males and females) since 1958, this strain is distinguished from normal MNP bloodlines by its exceptional prolificacy and certain related aspects of reproductive biology	international
UBO:0014303	Booroola-Schaf	Germany	Booroola-Schaf-Germany [Booroola Merino (Sheep)]	Booroola Merino	Sheep	Booroola Merino (Sheep)	UBO:0001346								ger	DEU	domestic	breed	imported	international
UBO:0014304	Booroola Merino	New Zealand	Booroola Merino-New Zealand [Booroola Merino (Sheep)]	Booroola Merino	Sheep	Booroola Merino (Sheep)	UBO:0001346	High-Fertility Merino								NZL	domestic	breed	strain of medium non-Peppin Australian Merino, selected from 1945 onwards	international
UBO:0014305	Border Leicester	Australia	Border Leicester-Australia [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	AUS	domestic	breed	imported from Leicestershire, United Kingdom	international
UBO:0014306	Border Leicester	Brazil	Border Leicester-Brazil [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	BRA	Domestic	Breed	imported, orgin Scotland. 	international
UBO:0014307	Border Leceister	Canada	Border Leceister-Canada [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								EN	CAN				international
UBO:0014308	Border Leicester	Chile	Border Leicester-Chile [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	CHL	domestic	breed	recently introduced; exotic	international
UBO:0014309	Border Leicester	Colombia	Border Leicester-Colombia [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	COL	domestic	breed	imported; exotic	international
UBO:0014310	Border Leicester	United Kingdom of Great Britain and Northern Ireland	Border Leicester-United Kingdom of Great Britain and Northern Ireland [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	GBR	domestic	breed	local breed originated in Dishley, Leicester	international
UBO:0014311	Border Leicester	Netherlands	Border Leicester-Netherlands [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347									NLD				international
UBO:0014312	Border Leicester	Nepal	Border Leicester-Nepal [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	NPL	domestic	breed	recently introduced; exotic	international
UBO:0014313	Border Leicester	Philippines	Border Leicester-Philippines [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	PHL	domestic	breed	recently imported primarily from USA and Australia	international
UBO:0014314	Border Leicester	Paraguay	Border Leicester-Paraguay [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	PRY	domestic	breed		international
UBO:0014315	Border Leicester	Romania	Border Leicester-Romania [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	ROU	domestic	breed	recently introduced; exotic	international
UBO:0014316	Border Leicester	Uruguay	Border Leicester-Uruguay [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	URY				international
UBO:0014317	Border Leicester	United States of America	Border Leicester-United States of America [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	USA	domestic	breed	Leicestershire, England; Cheviot x Leicester	international
UBO:0014318	Border Leicester	South Africa	Border Leicester-South Africa [Border Leicester (Sheep)]	Border Leicester	Sheep	Border Leicester (Sheep)	UBO:0001347								eng.	ZAF	domestic			international
UBO:0014319	Bornu	Cameroon	Bornu-Cameroon [Bornu (Sheep)]	Bornu	Sheep	Bornu (Sheep)	UBO:0001348	Balandji|Balani|Balemi|Balonndi|Bellani|Weiladjo|White Bororo|Balami								CMR	domestic	variety	variety of Fulani	regional
UBO:0014320	Bornu	Nigeria	Bornu-Nigeria [Bornu (Sheep)]	Bornu	Sheep	Bornu (Sheep)	UBO:0001348	Balandji|Balani|Balemi|Balonndi|Bellani|Weiladjo|White Bororo|Balami								NGA	domestic	variety	variety of Fulani	regional
UBO:0014321	Bornu	Chad	Bornu-Chad [Bornu (Sheep)]	Bornu	Sheep	Bornu (Sheep)	UBO:0001348	Balandji|Balani|Balemi|Balonndi|Bellani|Fellata|Weiladjo|White Bororo|Balami								TCD	domestic	variety	variety of Fulani	regional
UBO:0014322	Boulonnaise	France	Boulonnaise-France [Boulonnais (Sheep)]	Boulonnais	Sheep	Boulonnais (Sheep)	UBO:0001349	Mouton Boulonnais							fr.	FRA	domestic	breed	composite of a local breed, Leicester, New Kent and Dishley-Merino	local
UBO:0014323	bovÅ¡ka ovca	Slovenia	bovÅ¡ka ovca-Slovenia [BovÅ¡ka ovca (Sheep)]	BovÅ¡ka ovca	Sheep	BovÅ¡ka ovca (Sheep)	UBO:0001350	Trentarka|Bovec|Bovska ovca							sloven.	SVN	domestic	breed	Slovenian autohtonous breed. The roots of Bovec sheep probably reach back to the primary white sheep, which was bred in the Alps (Novak, 1970). The same source quotes that Bovec sheep originates from crossing milk and wool sheep. Bleiweis (1871) mentioned the Tarvisio sheep at this region. Pirc (1922) cited that Tolmin and Bovec sheep are descendants of the ancient peat sheep.	local
UBO:0014324	Bozagh	Armenia	Bozagh-Armenia [Bozakh (Sheep)]	Bozakh	Sheep	Bozakh (Sheep)	UBO:0001351	Bozakhskaya|Bozakh								ARM	domestic	breed	Caucasian fat-tailed type. This breed was improved by crossbreeding with Merinos sheep.	regional
UBO:0014325	Bozakh	Azerbaijan	Bozakh-Azerbaijan [Bozakh (Sheep)]	Bozakh	Sheep	Bozakh (Sheep)	UBO:0001351	Bozakh							eng.	AZE	domestic	breed	indigenous breed. Caucasian fat-tailed type.	regional
UBO:0014326	Bozakh	Georgia	Bozakh-Georgia [Bozakh (Sheep)]	Bozakh	Sheep	Bozakh (Sheep)	UBO:0001351	Bozakhskaya								GEO	domestic	breed	Caucasian fat-tailed type	regional
UBO:0014327	Brigasque	France	Brigasque-France [Brigasca (Sheep)]	Brigasca	Sheep	Brigasca (Sheep)	UBO:0001352	Brigasca							fr.	FRA	domestic	breed	composite of Moutons de Pays, Langhe and Fabrosa (Italy)	regional
UBO:0014328	Brigasca	Italy	Brigasca-Italy [Brigasca (Sheep)]	Brigasca	Sheep	Brigasca (Sheep)	UBO:0001352								it.	ITA	domestic	breed	indigenous breed local population	regional
UBO:0014329	British Milk Sheep	Canada	British Milk Sheep-Canada [British Milksheep (Sheep)]	British Milksheep	Sheep	British Milksheep (Sheep)	UBO:0001353								EN	CAN				international
UBO:0014330	British Milksheep	United Kingdom of Great Britain and Northern Ireland	British Milksheep-United Kingdom of Great Britain and Northern Ireland [British Milksheep (Sheep)]	British Milksheep	Sheep	British Milksheep (Sheep)	UBO:0001353								eng.	GBR	domestic	breed	composite of Bluefaced Leicester, Dorset Horn and Friesian Milksheep: established in 1960s.	international
UBO:0014331	British Dairy Sheep	Hungary	British Dairy Sheep-Hungary [British Milksheep (Sheep)]	British Milksheep	Sheep	British Milksheep (Sheep)	UBO:0001353	brit tejelÅ‘ juh								HUN	domestic	breed		international
UBO:0014332	Braunes Bergschaf	Austria	Braunes Bergschaf-Austria [Brown Mountain (Sheep)]	Brown Mountain	Sheep	Brown Mountain (Sheep)	UBO:0001354								ger.	AUT	domestic	breed	Selected from landraces with influence of Bergamask and Padua	regional
UBO:0014333	Braunes Bergschaf	Germany	Braunes Bergschaf-Germany [Brown Mountain (Sheep)]	Brown Mountain	Sheep	Brown Mountain (Sheep)	UBO:0001354								ger.	DEU	domestic	breed	composite of Zaupelschaf, Steinschaf, and Bergamaskerschaf	regional
UBO:0014334	Cambridge	United Kingdom of Great Britain and Northern Ireland	Cambridge-United Kingdom of Great Britain and Northern Ireland [Cambridge (Sheep)]	Cambridge	Sheep	Cambridge (Sheep)	UBO:0001355								eng.	GBR	domestic	breed	The breed has been recognized in 1979 following a cross-breeding and selection programme initiated in 1964. It is a composite of Clun Forest, Llyn and Llanwenog and Finnish Landrace: established 1979.	regional
UBO:0014335	Cambridge	Netherlands	Cambridge-Netherlands [Cambridge (Sheep)]	Cambridge	Sheep	Cambridge (Sheep)	UBO:0001355								eng.	NLD	domestic	breed	imported	regional
UBO:0014336	Canaria	Guatemala	Canaria-Guatemala [Canaria (Sheep)]	Canaria	Sheep	Canaria (Sheep)	UBO:0001356								sp.	GTM	domestic	breed	Locally adapted breed. Descendents from the sheep breeds introduced by the Spaniards.	regional
UBO:0014337	KÃ¤rntner Brillenschaf	Austria	KÃ¤rntner Brillenschaf-Austria [Carinthian (Sheep)]	Carinthian	Sheep	Carinthian (Sheep)	UBO:0001357	SeelÃ¤nder Schaf|Brillenschaf							ger.	AUT	domestic	breed	composite of a local varieties, Padua and Bergamasca sheep.	regional
UBO:0014338	Brillenschaf	Germany	Brillenschaf-Germany [Carinthian (Sheep)]	Carinthian	Sheep	Carinthian (Sheep)	UBO:0001357								ger.	DEU	domestic	breed	composite of Zaupelschaf, Steinschaf and VilnÃ¶ÃŸer Schaf: imported from Austria and Italy	regional
UBO:0014339	Brilschaap	Netherlands	Brilschaap-Netherlands [Carinthian (Sheep)]	Carinthian	Sheep	Carinthian (Sheep)	UBO:0001357	Kartntner							nl	NLD			imported	regional
UBO:0014340	Cartera	Spain	Cartera-Spain [Cartera (Sheep)]	Cartera	Sheep	Cartera (Sheep)	UBO:0001358								sp.	ESP	domestic	breed	composite of Merino and Aragonesa	local
UBO:0014341	Castellana	Guatemala	Castellana-Guatemala [Castilian (Sheep)]	Castilian	Sheep	Castilian (Sheep)	UBO:0001359								sp.	GTM	domestic	breed	Locally adapted breed. Descendents from the sheep breeds introduced by the Spaniards.	regional
UBO:0014342	Castillonnaise	France	Castillonnaise-France [Castillonnais (Sheep)]	Castillonnais	Sheep	Castillonnais (Sheep)	UBO:0001360	PyrÃ©nÃ©es Centrales Ã  ExtrÃ©mitÃ©s Rousses|St.Gironnais							fr.	FRA	domestic	breed	composite of local breeds and South Down	local
UBO:0014343	Castlemilk Moorit	Belgium	Castlemilk Moorit-Belgium [Castlemilk Moorit (Sheep)]	Castlemilk Moorit	Sheep	Castlemilk Moorit (Sheep)	UBO:0001361								Dutch	BEL				regional
UBO:0014344	Castlemilk Moorit	United Kingdom of Great Britain and Northern Ireland	Castlemilk Moorit-United Kingdom of Great Britain and Northern Ireland [Castlemilk Moorit (Sheep)]	Castlemilk Moorit	Sheep	Castlemilk Moorit (Sheep)	UBO:0001361	Moorit Shetland|Castlemilk Shetland							eng.	GBR	domestic	breed	indigenous breed: composite of Shetland, Manx Loghtan and Moufflon in the early 20th century	regional
UBO:0014345	Castlemilk Moorit	Netherlands	Castlemilk Moorit-Netherlands [Castlemilk Moorit (Sheep)]	Castlemilk Moorit	Sheep	Castlemilk Moorit (Sheep)	UBO:0001361								eng.	NLD	domestic	breed	imported	regional
UBO:0014346	Caucasus Merino	Romania	Caucasus Merino-Romania [Caucasian Merino (Sheep)]	Caucasian Merino	Sheep	Caucasian Merino (Sheep)	UBO:0001362								eng.	ROU	domestic	breed	recently introduced; exotic	regional
UBO:0014347	Kavkazskaya	Russian Federation	Kavkazskaya-Russian Federation [Caucasian Merino (Sheep)]	Caucasian Merino	Sheep	Caucasian Merino (Sheep)	UBO:0001362	Caucasian Finewool|Caucasian Rambouillet|Kavkazskaya Onkorunnaya|Merino|Caucasian							ru.	RUS	domestic	breed	Novocaucasian Merino improved by American Rambouillet and Askanian	regional
UBO:0014348	Caucasian Fine-Fleece	Ukraine	Caucasian Fine-Fleece-Ukraine [Caucasian Merino (Sheep)]	Caucasian Merino	Sheep	Caucasian Merino (Sheep)	UBO:0001362	Kavkazska tonkorunna|Kavkazskaya tonkorunnaya|Kavkazskiy merynos							eng.	UKR	domestic	breed	At Bilshovyk farm (southern part of the Russian Federation) there were crossings of Newcaucasian Merino dams with rams of American Rambouillet and Askanian Fine-Fleece breeds to create new breed - Caucasian. Later crosses were deeply selected to breed sheeps of desirable type.	regional
UBO:0014349	Caussenarde des Garrigues	France	Caussenarde des Garrigues-France [Caussenard des Garrigues (Sheep)]	Caussenard des Garrigues	Sheep	Caussenard des Garrigues (Sheep)	UBO:0001363								fr.	FRA	domestic	breed	indigenous variety of South Caussenard	local
UBO:0014350	Causses du Lot	France	Causses du Lot-France [Caussenard Du Lot (Sheep)]	Caussenard Du Lot	Sheep	Caussenard Du Lot (Sheep)	UBO:0001364	Caussenard du Lot							fr.	FRA	domestic	breed	indigenous breed local breed	international
UBO:0014351	Causse du Lot	Morocco	Causse du Lot-Morocco [Caussenard Du Lot (Sheep)]	Caussenard Du Lot	Sheep	Caussenard Du Lot (Sheep)	UBO:0001364									MAR	domestic	breed		international
UBO:0014352	Chamarita	Spain	Chamarita-Spain [Chamarita (Sheep)]	Chamarita	Sheep	Chamarita (Sheep)	UBO:0001365								sp.	ESP	domestic	breed	indigenous breed old Iberic type	local
UBO:0014353	Charmoise	Germany	Charmoise-Germany [Charmois (Sheep)]	Charmois	Sheep	Charmois (Sheep)	UBO:0001366								ger.	DEU	domestic	breed	imported	international
UBO:0014354	Charmoise	Spain	Charmoise-Spain [Charmois (Sheep)]	Charmois	Sheep	Charmois (Sheep)	UBO:0001366								Castellano	ESP				international
UBO:0014355	Charmoise	France	Charmoise-France [Charmois (Sheep)]	Charmois	Sheep	Charmois (Sheep)	UBO:0001366	Charmois							fr.	FRA	domestic	breed	composite of mainly local breeds crossed with rams of Kent breed	international
UBO:0014356	Charmoise	United Kingdom of Great Britain and Northern Ireland	Charmoise-United Kingdom of Great Britain and Northern Ireland [Charmois (Sheep)]	Charmois	Sheep	Charmois (Sheep)	UBO:0001366								fr.	GBR	domestic	breed	imported; exotic	international
UBO:0014357	Charmoise	Ireland	Charmoise-Ireland [Charmois (Sheep)]	Charmois	Sheep	Charmois (Sheep)	UBO:0001366								fr.	IRL	domestic	breed	imported from France; exotic	international
UBO:0014358	Charmoise	Mali	Charmoise-Mali [Charmois (Sheep)]	Charmois	Sheep	Charmois (Sheep)	UBO:0001366								fr.	MLI	domestic	breed	recently imported	international
UBO:0014359	Charmoise	Netherlands	Charmoise-Netherlands [Charmois (Sheep)]	Charmois	Sheep	Charmois (Sheep)	UBO:0001366									NLD				international
UBO:0014360	Charolais	Luxembourg	Charolais-Luxembourg [Charolais (Sheep)]	Charolais	Sheep	Charolais (Sheep)	UBO:0001367								fr.	LUX				local
UBO:0014361	Mutton Charollais	Bulgaria	Mutton Charollais-Bulgaria [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368	ÐœÑƒÑ‚Ð¾Ð½ Ð¨Ð°Ñ€Ð¾Ð»Ðµ							eng.	BGR	domestic	breed	imported	international
UBO:0014362	Charollais	Canada	Charollais-Canada [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								EN	CAN				international
UBO:0014363	Charollais Suisse	Switzerland	Charollais Suisse-Switzerland [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368	Charollais							fr.	CHE	domestic	breed	composite of Swiss White Alpine and Charollais (imported from France)	international
UBO:0014364	Charolais	China	Charolais-China [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	CHN	domestic	breed	imported; exotic	international
UBO:0014365	Charollais	Czechia	Charollais-Czechia [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	CZE	domestic	breed	1991 imported from France, continually imported.	international
UBO:0014366	Charollaisschaf	Germany	Charollaisschaf-Germany [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								ger.	DEU	domestic	breed	imported	international
UBO:0014367	Charollais	Denmark	Charollais-Denmark [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								Danish	DNK				international
UBO:0014368	Mouton charollais	France	Mouton charollais-France [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	FRA	domestic	breed	composite of local sheep, Leicester Longwool and South Down	international
UBO:0014369	British Charolais	United Kingdom of Great Britain and Northern Ireland	British Charolais-United Kingdom of Great Britain and Northern Ireland [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								eng.	GBR	domestic	breed	imported from France	international
UBO:0014370	Charollais	United Kingdom of Great Britain and Northern Ireland	Charollais-United Kingdom of Great Britain and Northern Ireland [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	GBR	domestic	breed	imported from France	international
UBO:0014371	Charollais	Hungary	Charollais-Hungary [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								eng.	HUN	domestic	breed		international
UBO:0014372	Charollais	Ireland	Charollais-Ireland [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	IRL	domestic	breed	imported from France and United Kingdom in 1986	international
UBO:0014373	Charolais	Mexico	Charolais-Mexico [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	MEX	domestic	breed	imported; exotic	international
UBO:0014374	Charollais	Netherlands	Charollais-Netherlands [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	NLD			imported	international
UBO:0014375	Charolais	Norway	Charolais-Norway [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								No	NOR				international
UBO:0014376	Charollaise	Poland	Charollaise-Poland [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	POL	domestic			international
UBO:0014377	Charollais	Serbia	Charollais-Serbia [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368								fr.	SRB	domestic	breed		international
UBO:0014378	Charollais	Slovakia	Charollais-Slovakia [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368	charollais							fr.	SVK	domestic	breed	import	international
UBO:0014379	Å¡arole	Slovenia	Å¡arole-Slovenia [Charollais (Sheep)]	Charollais	Sheep	Charollais (Sheep)	UBO:0001368	Sarole|Charollais							sloven.	SVN	domestic	breed	Imported from France.	international
UBO:0014380	Cheviot	Australia	Cheviot-Australia [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369								eng.	AUS	domestic	breed	imported from Cheviot Hills, United Kingdom	international
UBO:0014381	Border Cheviot	Canada	Border Cheviot-Canada [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369								EN	CAN				international
UBO:0014382	North Country Cheviot	Canada	North Country Cheviot-Canada [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369								EN	CAN				international
UBO:0014383	Cheviot	Colombia	Cheviot-Colombia [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369								eng.	COL	domestic	breed	imported; exotic	international
UBO:0014384	Cheviot	Ecuador	Cheviot-Ecuador [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369								eng.	ECU	domestic	breed	continually imported; exotic	international
UBO:0014385	Cheviot	United Kingdom of Great Britain and Northern Ireland	Cheviot-United Kingdom of Great Britain and Northern Ireland [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369	South Country Cheviot							eng.	GBR	domestic	breed	indigenous breed local breed on Cheviot hills	international
UBO:0014386	North Country Cheviot	Netherlands	North Country Cheviot-Netherlands [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369									NLD				international
UBO:0014387	Sjeviot	Norway	Sjeviot-Norway [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369	Cheviot Sheep							nor.	NOR	domestic	breed	Imported animals from Scotland during 1860-1900	international
UBO:0014388	Cheviot	United States of America	Cheviot-United States of America [Cheviot (Sheep)]	Cheviot	Sheep	Cheviot (Sheep)	UBO:0001369									USA	domestic	breed	Cheviot Hills between Scotland and England	international
UBO:0014389	Chios	Albania	Chios-Albania [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370									ALB	domestic	breed	imported from Greece	international
UBO:0014390	Chios	Bulgaria	Chios-Bulgaria [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370	Ð¥Ð¸Ð¾Ñ							eng.	BGR	domestic	breed		international
UBO:0014391	Chios	Cyprus	Chios-Cyprus [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370	Chiotiko								CYP	domestic	breed	imported from Greece, locally adapted breed	international
UBO:0014392	Chios	Greece	Chios-Greece [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370								gr.	GRC	domestic	breed	Some sources suggest it this breed is the result of crossbreeding between local sheep of the island of Chios and breeds from Anatolia. These are possibly the Kivircik and Daglic breeds. The breed is of semi-fat-tailed Ruda (thin-wooled) type.	international
UBO:0014393	Chios	Iraq	Chios-Iraq [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370									IRQ	domestic	breed	imported; exotic	international
UBO:0014394	Chios	Jordan	Chios-Jordan [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370									JOR	domestic	breed	imported from Cyprus and Romanov (10 heads) from Czechoslovakia	international
UBO:0014395	Chios	Oman	Chios-Oman [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370									OMN	domestic	breed	recently imported; exotic	international
UBO:0014396	SakÄ±z	Turkey	SakÄ±z-Turkey [Chios (Sheep)]	Chios	Sheep	Chios (Sheep)	UBO:0001370								turk.	TUR	domestic	breed	Indigenous breed. It has been suggested that the breed is the result of crossbreeding between local sheep breed of the island of Chios and breeds of Anoatolia that KÄ±vÄ±rcÄ±k and DaÄŸlÄ±Ã§.	international
UBO:0014397	Chushka	Republic of Moldova	Chushka-Republic of Moldova [Chushka (Sheep)]	Chushka	Sheep	Chushka (Sheep)	UBO:0001371	Tsushka								MDA	domestic	breed	descended from Russian Long-Tailed	regional
UBO:0014398	Chushka	Ukraine	Chushka-Ukraine [Chushka (Sheep)]	Chushka	Sheep	Chushka (Sheep)	UBO:0001371									UKR	domestic	breed	descended from Russian Long-Tailed	regional
UBO:0014399	Ciktaschaf	Germany	Ciktaschaf-Germany [Cikta (Sheep)]	Cikta	Sheep	Cikta (Sheep)	UBO:0001372								ger.	DEU	domestic	breed	imported	regional
UBO:0014400	Cikta	Hungary	Cikta-Hungary [Cikta (Sheep)]	Cikta	Sheep	Cikta (Sheep)	UBO:0001372								hun.	HUN	domestic	breed	This breed was brought to Hungary in the 18th century by German settlers.	regional
UBO:0014401	Clun Forest	Belgium	Clun Forest-Belgium [Clun Forest (Sheep)]	Clun Forest	Sheep	Clun Forest (Sheep)	UBO:0001373								Dutch	BEL				international
UBO:0014402	Clun Forest	Canada	Clun Forest-Canada [Clun Forest (Sheep)]	Clun Forest	Sheep	Clun Forest (Sheep)	UBO:0001373								EN	CAN				international
UBO:0014403	Clun Forest	Czechia	Clun Forest-Czechia [Clun Forest (Sheep)]	Clun Forest	Sheep	Clun Forest (Sheep)	UBO:0001373								eng.	CZE	domestic	breed		international
UBO:0014404	Clun Forest	France	Clun Forest-France [Clun Forest (Sheep)]	Clun Forest	Sheep	Clun Forest (Sheep)	UBO:0001373								eng.	FRA	domestic	breed	imported from United Kingdom	international
UBO:0014405	Clun Forest	United Kingdom of Great Britain and Northern Ireland	Clun Forest-United Kingdom of Great Britain and Northern Ireland [Clun Forest (Sheep)]	Clun Forest	Sheep	Clun Forest (Sheep)	UBO:0001373								eng.	GBR	domestic	breed	descended from indigenous breed Long Mynd which is extinct	international
UBO:0014406	Clun Forest	Netherlands	Clun Forest-Netherlands [Clun Forest (Sheep)]	Clun Forest	Sheep	Clun Forest (Sheep)	UBO:0001373								eng.	NLD	domestic	breed	composite of Kerry Hill, Shropshire and Black Welsh Mountain (United Kingdom)	international
UBO:0014407	Clun Forest	United States of America	Clun Forest-United States of America [Clun Forest (Sheep)]	Clun Forest	Sheep	Clun Forest (Sheep)	UBO:0001373								eng.	USA	domestic	breed	Clun, Shropshire, England	international
UBO:0014408	Coburger Fuchsschaf	Austria	Coburger Fuchsschaf-Austria [Coburger Fuchs (Sheep)]	Coburger Fuchs	Sheep	Coburger Fuchs (Sheep)	UBO:0001374								ger.	AUT	domestic	breed	The Coburg Sheep belongs to the landrace breeds. Originally it was situated in many low mountain areas in Germany e.g. Coburger FÃ¼chse, Eifeler FÃ¼chse, OberpfÃ¤lzer FÃ¼chse, WesterwÃ¤lder FÃ¼chse. 1966 the breed was registered by the DLG as Coburg Sheep.	regional
UBO:0014409	Coburger Fuchsschaf	Germany	Coburger Fuchsschaf-Germany [Coburger Fuchs (Sheep)]	Coburger Fuchs	Sheep	Coburger Fuchs (Sheep)	UBO:0001374								ger.	DEU	domestic	breed	indigenous breed, brown headed local sheep	regional
