UBO id	Breed name	Country	breed label (breed name +country + parent)	Transboundary name =parents	Species =parents	parent labels	parent ID	Other name(s) =synonym							Language (for Breed name and Other name)	ISO3 Country code	Domestication status	Taxonomic classification	Description of origin	Geographical classification
UBO:0014410	Coburger Fuchs	Netherlands	Coburger Fuchs-Netherlands [Coburger Fuchs (Sheep)]	Coburger Fuchs	Sheep	Coburger Fuchs (Sheep)	UBO:0001374								ger.	NLD	domestic	breed	imported	regional
UBO:0014411	Colbred	United Kingdom of Great Britain and Northern Ireland	Colbred-United Kingdom of Great Britain and Northern Ireland [Colbred (Sheep)]	Colbred	Sheep	Colbred (Sheep)	UBO:0001375								eng.	GBR	domestic	breed	imported; exotic	local
UBO:0014412	ColmenareÃ±a	Spain	ColmenareÃ±a-Spain [Colmenar (Sheep)]	Colmenar	Sheep	Colmenar (Sheep)	UBO:0001376	Colmenar							sp.	ESP	domestic	breed	local breed, similar to Churra Castellana	local
UBO:0014413	Merynos barwny	Poland	Merynos barwny-Poland [Coloured Merino (Sheep)]	Coloured Merino	Sheep	Coloured Merino (Sheep)	UBO:0001377								pl.	POL	domestic		The flock of Coloured Merino was developed at the Research Institute of Animal Production, Koluda Wielka Experimental Station. In the initial phase of the work few coloured individuals were chosen for breeding. They were mated to each other and with individuals with white fleece. Obtained progeny - white carriers of â€œthe colour geneâ€ - were then crossed with coloured rams. In the final phase of the work 50% of obtained progeny, coloured individuals, were mated to each other.	local
UBO:0014414	Columbia	Canada	Columbia-Canada [Columbia (Sheep)]	Columbia	Sheep	Columbia (Sheep)	UBO:0001378								eng.	CAN	domestic	breed	composite of Lincoln and American Rambouillet	international
UBO:0014415	Columbia	Mexico	Columbia-Mexico [Columbia (Sheep)]	Columbia	Sheep	Columbia (Sheep)	UBO:0001378								eng.	MEX	domestic	breed	imported; exotic	international
UBO:0014416	Columbia	Peru	Columbia-Peru [Columbia (Sheep)]	Columbia	Sheep	Columbia (Sheep)	UBO:0001378								eng.	PER	domestic	breed		international
UBO:0014417	Columbia	United States of America	Columbia-United States of America [Columbia (Sheep)]	Columbia	Sheep	Columbia (Sheep)	UBO:0001378								eng.	USA	domestic	breed	Laramie, Wyoming, USA; composite of Lincoln and American Rambouillet	international
UBO:0014418	Comeback	Australia	Comeback-Australia [Comeback (Sheep)]	Comeback	Sheep	Comeback (Sheep)	UBO:0001379								eng.	AUS	domestic	breed	The breed was first developed by crossing a British longwool cross back to the Merino. More recently Comebacks have been produced by crossing breeds such as the Corriedale and Polwarth with the Merino.	international
UBO:0014419	Comeback	Bhutan	Comeback-Bhutan [Comeback (Sheep)]	Comeback	Sheep	Comeback (Sheep)	UBO:0001379								eng.	BTN	domestic	breed	imported; exotic	international
UBO:0014420	Coopworth	Australia	Coopworth-Australia [Coopworth (Sheep)]	Coopworth	Sheep	Coopworth (Sheep)	UBO:0001380								eng.	AUS	domestic	breed	imported from New Zealand; The breed was developed in the 1950's and formally established in 1968. Romney X Border Leicester.	international
UBO:0014421	Coopworth	Canada	Coopworth-Canada [Coopworth (Sheep)]	Coopworth	Sheep	Coopworth (Sheep)	UBO:0001380								EN	CAN				international
UBO:0014422	Coopworth	Chile	Coopworth-Chile [Coopworth (Sheep)]	Coopworth	Sheep	Coopworth (Sheep)	UBO:0001380								eng.	CHL	domestic	breed	recently introduced; exotic	international
UBO:0014423	Coopworth	New Zealand	Coopworth-New Zealand [Coopworth (Sheep)]	Coopworth	Sheep	Coopworth (Sheep)	UBO:0001380								eng.	NZL	domestic	breed	originated at Lincoln College from Border Leicester and New Zealand Romney	international
UBO:0014424	Coopworth	Romania	Coopworth-Romania [Coopworth (Sheep)]	Coopworth	Sheep	Coopworth (Sheep)	UBO:0001380								eng.	ROU	domestic	breed	imported; exotic	international
UBO:0014425	Coopworth	United States of America	Coopworth-United States of America [Coopworth (Sheep)]	Coopworth	Sheep	Coopworth (Sheep)	UBO:0001380								eng.	USA	domestic	breed		international
UBO:0014426	Cormo	Australia	Cormo-Australia [Cormo (Sheep)]	Cormo	Sheep	Cormo (Sheep)	UBO:0001381								eng.	AUS	domestic	breed	composite of Polwarth and (Corriedale x Tasmanian Merino). Developed in Tasmania in the 1960's.	international
UBO:0014427	Dansk Merino	Denmark	Dansk Merino-Denmark [Cormo (Sheep)]	Cormo	Sheep	Cormo (Sheep)	UBO:0001381								Danish	DNK				international
UBO:0014428	Cormo	United States of America	Cormo-United States of America [Cormo (Sheep)]	Cormo	Sheep	Cormo (Sheep)	UBO:0001381								eng.	USA	domestic	breed		international
UBO:0014429	Corriedale	Argentina	Corriedale-Argentina [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	ARG	domestic	breed	locally adapted breed	international
UBO:0014430	Corriedale	Australia	Corriedale-Australia [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	AUS	domestic	breed	Merino-based breed. Lincoln X Merino. Simultaneously inNew Zealand and Australia in about 1874.	international
UBO:0014431	Corriedale	Bolivia (Plurinational State of)	Corriedale-Bolivia (Plurinational State of) [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	BOL	domestic	breed	imported; locally adapted; introduced by the experimental stations of Ex- IBTA in the Central and South Altiplano	international
UBO:0014432	Corriedale	Brazil	Corriedale-Brazil [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	BRA	Domestic	Breed	continually imported, origin New Zealand, from crosses between Merinos, Romney Marsh, Lincoln e Leicester. 	international
UBO:0014433	Corriedale	Canada	Corriedale-Canada [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								EN	CAN				international
UBO:0014434	Corriedale	Chile	Corriedale-Chile [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	CHL	domestic	breed	imported; locally adapted	international
UBO:0014435	Corriedale	China	Corriedale-China [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	CHN	domestic	breed	imported; exotic	international
UBO:0014436	Corriedale	Colombia	Corriedale-Colombia [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	COL	domestic	breed	imported; exotic	international
UBO:0014437	Corriedale	Ecuador	Corriedale-Ecuador [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	ECU	domestic	breed	continually imported; exotic	international
UBO:0014438	Corriedale	Ethiopia	Corriedale-Ethiopia [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	ETH	domestic	breed	imported from Australia; exotic	international
UBO:0014439	Corriedale	United Kingdom of Great Britain and Northern Ireland	Corriedale-United Kingdom of Great Britain and Northern Ireland [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	GBR	domestic	breed	imported; exotic	international
UBO:0014440	Corriedale	Guatemala	Corriedale-Guatemala [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	GTM	domestic	breed	locally adapted breed	international
UBO:0014441	Corriedale	India	Corriedale-India [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	IND	domestic	breed	imported; exotic	international
UBO:0014442	Corriedale	Kenya	Corriedale-Kenya [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	KEN	domestic	breed	exotic <br> The Corriedale was developed in New Zealand and Australia during the late 1800s' from crossing Lincoln or Leicester rams with Merino females.	international
UBO:0014443	Corriedale	Republic of Korea	Corriedale-Republic of Korea [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	KOR	domestic	breed	locally adapted exotic	international
UBO:0014444	Corriedale	Mexico	Corriedale-Mexico [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	MEX	domestic	breed		international
UBO:0014445	Corriedale	Myanmar	Corriedale-Myanmar [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	MMR	domestic	breed	imported from Australia; exotic	international
UBO:0014446	Corriedale	New Zealand	Corriedale-New Zealand [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	NZL	domestic	breed	composite of Lincoln (or Leicester Longwool) and Merino	international
UBO:0014447	Corriedale	Peru	Corriedale-Peru [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	PER	domestic	breed	continuously imported	international
UBO:0014448	Corriedale	Paraguay	Corriedale-Paraguay [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	PRY	Domestic	Breed		international
UBO:0014449	Corriedale	United Republic of Tanzania	Corriedale-United Republic of Tanzania [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	TZA	domestic	breed	Corriedale sheep was developed in Australia and New Zealand by extensive breeding and culling as a cross between Merino and Lincoln sheep. The goal was to develop a breed that would thrive in lower rainfall areas and supply long staple wool. The breed was developed between 1868 and 1930 (http://en.wikipedia.org/wiki/Corriedale).	international
UBO:0014450	Corriedale	Uruguay	Corriedale-Uruguay [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	URY	domestic	breed	imported from Australia; exotic	international
UBO:0014451	Corriedale	United States of America	Corriedale-United States of America [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	USA	domestic	breed	South Island, New Zealand; Developed from Lincoln or Leicester x Merino crosses	international
UBO:0014452	Corriedale	South Africa	Corriedale-South Africa [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	ZAF	domestic	breed	composite of Lincoln (Leicester Longwool) and Merino that was developed in New Zealand: Corriedale has been imported in 1924 from Australia	international
UBO:0014453	Corriedale	Zimbabwe	Corriedale-Zimbabwe [Corriedale (Sheep)]	Corriedale	Sheep	Corriedale (Sheep)	UBO:0001382								eng.	ZWE	domestic	breed	imported; exotic	international
UBO:0014454	Corse	France	Corse-France [Corsican (Sheep)]	Corsican	Sheep	Corsican (Sheep)	UBO:0001383	Corsican							fr.	FRA	domestic	breed	indigenous breed of Corse	local
UBO:0014455	Cotentin	France	Cotentin-France [Cotentin (Sheep)]	Cotentin	Sheep	Cotentin (Sheep)	UBO:0001384								fr.	FRA	domestic	breed	composite of CÃ´tentin, Kent and Leicester	regional
UBO:0014456	Contentin	United Kingdom of Great Britain and Northern Ireland	Contentin-United Kingdom of Great Britain and Northern Ireland [Cotentin (Sheep)]	Cotentin	Sheep	Cotentin (Sheep)	UBO:0001384	Cotentin							eng.	GBR	domestic	breed	imported; exotic	regional
UBO:0014457	Cotswold	Canada	Cotswold-Canada [Cotswold (Sheep)]	Cotswold	Sheep	Cotswold (Sheep)	UBO:0001385								eng.	CAN	domestic	breed		international
UBO:0014458	Cotswold	United Kingdom of Great Britain and Northern Ireland	Cotswold-United Kingdom of Great Britain and Northern Ireland [Cotswold (Sheep)]	Cotswold	Sheep	Cotswold (Sheep)	UBO:0001385								eng.	GBR	domestic	breed	indigenous breed finewool with Leicester: changed from 1800 to 1980 to longwool type	international
UBO:0014459	Cotswold	United States of America	Cotswold-United States of America [Cotswold (Sheep)]	Cotswold	Sheep	Cotswold (Sheep)	UBO:0001385								eng.	USA	domestic	breed	Gloucestershire Hills, England	international
UBO:0014460	Criollo	Bolivia (Plurinational State of)	Criollo-Bolivia (Plurinational State of) [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Chusco							sp.	BOL	domestic	breed	descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014461	Criollo	Chile	Criollo-Chile [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Chusco							sp.	CHL	domestic	breed	descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014462	Criolla Mora	Colombia	Criolla Mora-Colombia [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Chusco							sp.	COL	domestic	breed	descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014463	Criollo	Ecuador	Criollo-Ecuador [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Chusco|Chilludo							sp.	ECU	domestic	breed	descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014464	CrÃ©ole	Guadeloupe	CrÃ©ole-Guadeloupe [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Mouton CrÃ©ole							fr.	GLP	domestic	breed	cross-breeding of European, African and Indian breeds since 1650	international
UBO:0014465	Criollo	Guatemala	Criollo-Guatemala [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386								sp.	GTM	domestic	breed	descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014466	Creole	Guyana	Creole-Guyana [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386								eng.	GUY	domestic	breed		international
UBO:0014467	CrÃ©ole	Haiti	CrÃ©ole-Haiti [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386								fr.	HTI	domestic	breed	indigenous breed	international
UBO:0014468	Creole	Saint Lucia	Creole-Saint Lucia [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386								eng.	LCA	domestic	breed		international
UBO:0014469	Criollo	Mexico	Criollo-Mexico [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Chusco							sp.	MEX	domestic	breed	descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014470	CrÃ©ole	Martinique	CrÃ©ole-Martinique [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Mouton CrÃ©ole							fr.	MTQ	domestic	breed	composite of European, African and Indian breeds, under development since 1650	international
UBO:0014471	Criollo	Peru	Criollo-Peru [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Cholo de Piura|Chusco|Serrano|Huaccha							sp.	PER	domestic	breed	descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014472	Criolla	El Salvador	Criolla-El Salvador [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386								sp.	SLV	domestic	breed	imported; Decendants of the sheep brought by the spaniards between 1548 and 1812.	international
UBO:0014473	Criollo	Suriname	Criollo-Suriname [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386								sp.	SUR	domestic	breed	early colonizers brought sheep: only the hardiest survived and developed in what we now call the Criollo sheep	international
UBO:0014474	Criollo	Venezuela (Bolivarian Republic of)	Criollo-Venezuela (Bolivarian Republic of) [Criollo (Sheep)]	Criollo	Sheep	Criollo (Sheep)	UBO:0001386	Chusco							sp.	VEN	domestic	breed	locally adapted, descended from Spanish Churro and probably also Spanish Merino	international
UBO:0014475	D'man	Algeria	D'man-Algeria [D'man (Sheep)]	D'man	Sheep	D'man (Sheep)	UBO:0001387	Damana								DZA	domestic	breed	indigenous breed originated in Marocco.	international
UBO:0014476	D'man	Iraq	D'man-Iraq [D'man (Sheep)]	D'man	Sheep	D'man (Sheep)	UBO:0001387									IRQ	domestic	breed	imported; exotic	international
UBO:0014477	D'man	Morocco	D'man-Morocco [D'man (Sheep)]	D'man	Sheep	D'man (Sheep)	UBO:0001387								fr	MAR	domestic	breed	local breed	international
UBO:0014478	DaÄŸlÄ±Ã§	Turkey	DaÄŸlÄ±Ã§-Turkey [Daglic (Sheep)]	Daglic	Sheep	Daglic (Sheep)	UBO:0001388								turk.	TUR	domestic	breed		local
UBO:0014479	Dala	Estonia	Dala-Estonia [Dala (Sheep)]	Dala	Sheep	Dala (Sheep)	UBO:0001389									EST	domestic	breed	recently imported; exotic	regional
UBO:0014480	Dala	Finland	Dala-Finland [Dala (Sheep)]	Dala	Sheep	Dala (Sheep)	UBO:0001389									FIN	domestic	breed	continually imported; exotic	regional
UBO:0014481	Damara	Australia	Damara-Australia [Damara (Sheep)]	Damara	Sheep	Damara (Sheep)	UBO:0001390									AUS	domestic	breed	imported from South Africa	international
UBO:0014482	Rabo Largo	Brazil	Rabo Largo-Brazil [Damara (Sheep)]	Damara	Sheep	Damara (Sheep)	UBO:0001390	DÃ¢mara|fat tail							port.	BRA	Domestic	Breed	imported, origin from fat tail breeds by South of Africa. 	international
UBO:0014483	Damara	Botswana	Damara-Botswana [Damara (Sheep)]	Damara	Sheep	Damara (Sheep)	UBO:0001390									BWA	domestic	breed	imported; exotic	international
UBO:0014484	Damara	Mozambique	Damara-Mozambique [Damara (Sheep)]	Damara	Sheep	Damara (Sheep)	UBO:0001390									MOZ	domestic	breed	imported; locally adapted <br> originated in Eastern-Asia and Egypt .	international
UBO:0014485	Damara	Namibia	Damara-Namibia [Damara (Sheep)]	Damara	Sheep	Damara (Sheep)	UBO:0001390									NAM	domestic	variety	indigenous breed, variety of Africander	international
UBO:0014486	Damara	Uruguay	Damara-Uruguay [Damara (Sheep)]	Damara	Sheep	Damara (Sheep)	UBO:0001390									URY	domestic	breed		international
UBO:0014487	Damara	South Africa	Damara-South Africa [Damara (Sheep)]	Damara	Sheep	Damara (Sheep)	UBO:0001390									ZAF	domestic	variety	originated from animals that migrated down the length of Africa with nomadic owners. Arrived at the northern western borders of South Africa with Khoi-khoi pasturalists circa AD 200.	international
UBO:0014488	Dansk LandfÃ¥r	Denmark	Dansk LandfÃ¥r-Denmark [Danish Landrace (Sheep)]	Danish Landrace	Sheep	Danish Landrace (Sheep)	UBO:0001391	Danish Landrace|KlitfÃ¥r							dan.	DNK	domestic	breed	composite of Danish Heath and Merino (18th century) with some Leicester Longwool and Oxford Down input (1900)	local
UBO:0014489	Derbyshire Gritstone	United Kingdom of Great Britain and Northern Ireland	Derbyshire Gritstone-United Kingdom of Great Britain and Northern Ireland [Derbyshire Gritstone (Sheep)]	Derbyshire Gritstone	Sheep	Derbyshire Gritstone (Sheep)	UBO:0001392								eng.	GBR	domestic	breed	local Dale-O'-Goyt Sheep	local
UBO:0014490	Devon & Cornwall Longwool	United Kingdom of Great Britain and Northern Ireland	Devon & Cornwall Longwool-United Kingdom of Great Britain and Northern Ireland [Devon and Cornwall Longwool (Sheep)]	Devon and Cornwall Longwool	Sheep	Devon and Cornwall Longwool (Sheep)	UBO:0001393								eng.	GBR	domestic	breed	Local Banpton sheep crossed with improved Leicester, amalgamation of South Devon and Devon Longwool	regional
