	UBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	transboundary name	species =parent term	parent ID
Blobe Ziege!%!Goat	UBO:0000735	Blobe Ziege (Goat)	Blobe Ziege	Goat	UBO:0000016
Boer!%!Goat	UBO:0000736	Boer (Goat)	Boer	Goat	UBO:0000016
Bonte Geit!%!Goat	UBO:0000737	Bonte Geit (Goat)	Bonte Geit	Goat	UBO:0000016
Boran!%!Goat	UBO:0000738	Boran (Goat)	Boran	Goat	UBO:0000016
British Alpine!%!Goat	UBO:0000739	British Alpine (Goat)	British Alpine	Goat	UBO:0000016
Brown Shorthair Goat!%!Goat	UBO:0000740	Brown Shorthair Goat (Goat)	Brown Shorthair Goat	Goat	UBO:0000016
Bunte Deutsche Edelziege!%!Goat	UBO:0000741	Bunte Deutsche Edelziege (Goat)	Bunte Deutsche Edelziege	Goat	UBO:0000016
Campine!%!Goat	UBO:0000742	Campine (Goat)	Campine	Goat	UBO:0000016
Canary Islands!%!Goat	UBO:0000743	Canary Islands (Goat)	Canary Islands	Goat	UBO:0000016
Carpathian Goat!%!Goat	UBO:0000744	Carpathian Goat (Goat)	Carpathian Goat	Goat	UBO:0000016
Cashmere!%!Goat	UBO:0000745	Cashmere (Goat)	Cashmere	Goat	UBO:0000016
ChÃ¨vre du Sahel (Sahelian en Anglais)!%!Goat	UBO:0000746	ChÃ¨vre du Sahel (Sahelian en Anglais) (Goat)	ChÃ¨vre du Sahel (Sahelian en Anglais)	Goat	UBO:0000016
Chamois Coloured!%!Goat	UBO:0000747	Chamois Coloured (Goat)	Chamois Coloured	Goat	UBO:0000016
Coloured Chamois Goat!%!Goat	UBO:0000748	Coloured Chamois Goat (Goat)	Coloured Chamois Goat	Goat	UBO:0000016
Corsican!%!Goat	UBO:0000749	Corsican (Goat)	Corsican	Goat	UBO:0000016
Creole!%!Goat	UBO:0000750	Creole (Goat)	Creole	Goat	UBO:0000016
Criollo!%!Goat	UBO:0000751	Criollo (Goat)	Criollo	Goat	UBO:0000016
Croatian spotted goat!%!Goat	UBO:0000752	Croatian spotted goat (Goat)	Croatian spotted goat	Goat	UBO:0000016
Croatian white goat!%!Goat	UBO:0000753	Croatian white goat (Goat)	Croatian white goat	Goat	UBO:0000016
Cyprus!%!Goat	UBO:0000754	Cyprus (Goat)	Cyprus	Goat	UBO:0000016
Damascus!%!Goat	UBO:0000755	Damascus (Goat)	Damascus	Goat	UBO:0000016
Danish Indigineous Goat!%!Goat	UBO:0000756	Danish Indigineous Goat (Goat)	Danish Indigineous Goat	Goat	UBO:0000016
DjallonkÃ© Goat!%!Goat	UBO:0000757	DjallonkÃ© Goat (Goat)	DjallonkÃ© Goat	Goat	UBO:0000016
Dutch Pied!%!Goat	UBO:0000758	Dutch Pied (Goat)	Dutch Pied	Goat	UBO:0000016
East Africa Small Goats!%!Goat	UBO:0000759	East Africa Small Goats (Goat)	East Africa Small Goats	Goat	UBO:0000016
English Goat!%!Goat	UBO:0000760	English Goat (Goat)	English Goat	Goat	UBO:0000016
Estonian Local Goat!%!Goat	UBO:0000761	Estonian Local Goat (Goat)	Estonian Local Goat	Goat	UBO:0000016
Etawah!%!Goat	UBO:0000762	Etawah (Goat)	Etawah	Goat	UBO:0000016
Fiji!%!Goat	UBO:0000763	Fiji (Goat)	Fiji	Goat	UBO:0000016
Florida!%!Goat	UBO:0000764	Florida (Goat)	Florida	Goat	UBO:0000016
French Alpine!%!Goat	UBO:0000765	French Alpine (Goat)	French Alpine	Goat	UBO:0000016
Gaddi!%!Goat	UBO:0000766	Gaddi (Goat)	Gaddi	Goat	UBO:0000016
Gallega!%!Goat	UBO:0000767	Gallega (Goat)	Gallega	Goat	UBO:0000016
German Improved Fawn!%!Goat	UBO:0000768	German Improved Fawn (Goat)	German Improved Fawn	Goat	UBO:0000016
Golden Guernsey!%!Goat	UBO:0000769	Golden Guernsey (Goat)	Golden Guernsey	Goat	UBO:0000016
Granada!%!Goat	UBO:0000770	Granada (Goat)	Granada	Goat	UBO:0000016
Grisons Striped!%!Goat	UBO:0000771	Grisons Striped (Goat)	Grisons Striped	Goat	UBO:0000016
Guadalupe Island!%!Goat	UBO:0000772	Guadalupe Island (Goat)	Guadalupe Island	Goat	UBO:0000016
Harz!%!Goat	UBO:0000773	Harz (Goat)	Harz	Goat	UBO:0000016
Ibicenca!%!Goat	UBO:0000774	Ibicenca (Goat)	Ibicenca	Goat	UBO:0000016
Icelandic goat!%!Goat	UBO:0000775	Icelandic goat (Goat)	Icelandic goat	Goat	UBO:0000016
Indo-Chinese!%!Goat	UBO:0000776	Indo-Chinese (Goat)	Indo-Chinese	Goat	UBO:0000016
Irish Goat!%!Goat	UBO:0000777	Irish Goat (Goat)	Irish Goat	Goat	UBO:0000016
Istarska koza!%!Goat	UBO:0000778	Istarska koza (Goat)	Istarska koza	Goat	UBO:0000016
Istrian Goat!%!Goat	UBO:0000779	Istrian Goat (Goat)	Istrian Goat	Goat	UBO:0000016
Jamnapari!%!Goat	UBO:0000780	Jamnapari (Goat)	Jamnapari	Goat	UBO:0000016
Jermasia!%!Goat	UBO:0000781	Jermasia (Goat)	Jermasia	Goat	UBO:0000016
Kalahari Red!%!Goat	UBO:0000782	Kalahari Red (Goat)	Kalahari Red	Goat	UBO:0000016
Kamori!%!Goat	UBO:0000783	Kamori (Goat)	Kamori	Goat	UBO:0000016
Karachai!%!Goat	UBO:0000784	Karachai (Goat)	Karachai	Goat	UBO:0000016
Katjang!%!Goat	UBO:0000785	Katjang (Goat)	Katjang	Goat	UBO:0000016
Kigezi!%!Goat	UBO:0000786	Kigezi (Goat)	Kigezi	Goat	UBO:0000016
Kiko!%!Goat	UBO:0000787	Kiko (Goat)	Kiko	Goat	UBO:0000016
Kilis!%!Goat	UBO:0000788	Kilis (Goat)	Kilis	Goat	UBO:0000016
Kosta!%!Goat	UBO:0000789	Kosta (Goat)	Kosta	Goat	UBO:0000016
Kurdi!%!Goat	UBO:0000790	Kurdi (Goat)	Kurdi	Goat	UBO:0000016
La Mancha!%!Goat	UBO:0000791	La Mancha (Goat)	La Mancha	Goat	UBO:0000016
Lamancha!%!Goat	UBO:0000792	Lamancha (Goat)	Lamancha	Goat	UBO:0000016
Local breeds!%!Goat	UBO:0000793	Local breeds (Goat)	Local breeds	Goat	UBO:0000016
Lori!%!Goat	UBO:0000794	Lori (Goat)	Lori	Goat	UBO:0000016
Malaga!%!Goat	UBO:0000795	Malaga (Goat)	Malaga	Goat	UBO:0000016
Maltese!%!Goat	UBO:0000796	Maltese (Goat)	Maltese	Goat	UBO:0000016
Maradi!%!Goat	UBO:0000797	Maradi (Goat)	Maradi	Goat	UBO:0000016
Markhor!%!Goat	UBO:0000798	Markhor (Goat)	Markhor	Goat	UBO:0000016
Masai!%!Goat	UBO:0000799	Masai (Goat)	Masai	Goat	UBO:0000016
Massif Central!%!Goat	UBO:0000800	Massif Central (Goat)	Massif Central	Goat	UBO:0000016
Maure!%!Goat	UBO:0000801	Maure (Goat)	Maure	Goat	UBO:0000016
Megruli!%!Goat	UBO:0000802	Megruli (Goat)	Megruli	Goat	UBO:0000016
Mingrelian!%!Goat	UBO:0000803	Mingrelian (Goat)	Mingrelian	Goat	UBO:0000016
Mongolian Cashmere Goat!%!Goat	UBO:0000804	Mongolian Cashmere Goat (Goat)	Mongolian Cashmere Goat	Goat	UBO:0000016
Montejaquena!%!Goat	UBO:0000805	Montejaquena (Goat)	Montejaquena	Goat	UBO:0000016
Moussoro!%!Goat	UBO:0000806	Moussoro (Goat)	Moussoro	Goat	UBO:0000016
Murcia-Granada!%!Goat	UBO:0000807	Murcia-Granada (Goat)	Murcia-Granada	Goat	UBO:0000016
Murciana!%!Goat	UBO:0000808	Murciana (Goat)	Murciana	Goat	UBO:0000016
Myotonic!%!Goat	UBO:0000809	Myotonic (Goat)	Myotonic	Goat	UBO:0000016
Nguni!%!Goat	UBO:0000810	Nguni (Goat)	Nguni	Goat	UBO:0000016
Nigerian Dwarf!%!Goat	UBO:0000811	Nigerian Dwarf (Goat)	Nigerian Dwarf	Goat	UBO:0000016
Norwegian Landrace!%!Goat	UBO:0000812	Norwegian Landrace (Goat)	Norwegian Landrace	Goat	UBO:0000016
Oberhasli!%!Goat	UBO:0000813	Oberhasli (Goat)	Oberhasli	Goat	UBO:0000016
Ottoman!%!Goat	UBO:0000814	Ottoman (Goat)	Ottoman	Goat	UBO:0000016
Ovambo!%!Goat	UBO:0000815	Ovambo (Goat)	Ovambo	Goat	UBO:0000016
Palmera!%!Goat	UBO:0000816	Palmera (Goat)	Palmera	Goat	UBO:0000016
Pateri!%!Goat	UBO:0000817	Pateri (Goat)	Pateri	Goat	UBO:0000016
Peacock Goat!%!Goat	UBO:0000818	Peacock Goat (Goat)	Peacock Goat	Goat	UBO:0000016
Pinzgau Goat!%!Goat	UBO:0000819	Pinzgau Goat (Goat)	Pinzgau Goat	Goat	UBO:0000016
Poitou!%!Goat	UBO:0000820	Poitou (Goat)	Poitou	Goat	UBO:0000016
Provencal!%!Goat	UBO:0000821	Provencal (Goat)	Provencal	Goat	UBO:0000016
Pyrenean!%!Goat	UBO:0000822	Pyrenean (Goat)	Pyrenean	Goat	UBO:0000016
Red Sokoto!%!Goat	UBO:0000823	Red Sokoto (Goat)	Red Sokoto	Goat	UBO:0000016
Retinta Extremena!%!Goat	UBO:0000824	Retinta Extremena (Goat)	Retinta Extremena	Goat	UBO:0000016
Rove!%!Goat	UBO:0000825	Rove (Goat)	Rove	Goat	UBO:0000016
Russian Central Asian Local Coarse-Haired!%!Goat	UBO:0000826	Russian Central Asian Local Coarse-Haired (Goat)	Russian Central Asian Local Coarse-Haired	Goat	UBO:0000016
Saanen!%!Goat	UBO:0000827	Saanen (Goat)	Saanen	Goat	UBO:0000016
Sahelian!%!Goat	UBO:0000828	Sahelian (Goat)	Sahelian	Goat	UBO:0000016
San Clemente!%!Goat	UBO:0000829	San Clemente (Goat)	San Clemente	Goat	UBO:0000016
Savanna!%!Goat	UBO:0000830	Savanna (Goat)	Savanna	Goat	UBO:0000016
Shukria!%!Goat	UBO:0000831	Shukria (Goat)	Shukria	Goat	UBO:0000016
Sinai!%!Goat	UBO:0000832	Sinai (Goat)	Sinai	Goat	UBO:0000016
Skopelos!%!Goat	UBO:0000833	Skopelos (Goat)	Skopelos	Goat	UBO:0000016
Small East African!%!Goat	UBO:0000834	Small East African (Goat)	Small East African	Goat	UBO:0000016
Small East African Goat!%!Goat	UBO:0000835	Small East African Goat (Goat)	Small East African Goat	Goat	UBO:0000016
Somali!%!Goat	UBO:0000836	Somali (Goat)	Somali	Goat	UBO:0000016
Soviet Mohair!%!Goat	UBO:0000837	Soviet Mohair (Goat)	Soviet Mohair	Goat	UBO:0000016
Spanish!%!Goat	UBO:0000838	Spanish (Goat)	Spanish	Goat	UBO:0000016
St Gallen Booted Goat!%!Goat	UBO:0000839	St Gallen Booted Goat (Goat)	St Gallen Booted Goat	Goat	UBO:0000016
Sudanese Desert!%!Goat	UBO:0000840	Sudanese Desert (Goat)	Sudanese Desert	Goat	UBO:0000016
Sudanese Nubian!%!Goat	UBO:0000841	Sudanese Nubian (Goat)	Sudanese Nubian	Goat	UBO:0000016
Swedish Landrace Goat!%!Goat	UBO:0000842	Swedish Landrace Goat (Goat)	Swedish Landrace Goat	Goat	UBO:0000016
Syrian Mountain!%!Goat	UBO:0000843	Syrian Mountain (Goat)	Syrian Mountain	Goat	UBO:0000016
Tennessee Fainting!%!Goat	UBO:0000844	Tennessee Fainting (Goat)	Tennessee Fainting	Goat	UBO:0000016
Tibetan!%!Goat	UBO:0000845	Tibetan (Goat)	Tibetan	Goat	UBO:0000016
Toggenburg!%!Goat	UBO:0000846	Toggenburg (Goat)	Toggenburg	Goat	UBO:0000016
Tswana!%!Goat	UBO:0000847	Tswana (Goat)	Tswana	Goat	UBO:0000016
Tuareg!%!Goat	UBO:0000848	Tuareg (Goat)	Tuareg	Goat	UBO:0000016
Valais Blackneck!%!Goat	UBO:0000849	Valais Blackneck (Goat)	Valais Blackneck	Goat	UBO:0000016
Verata!%!Goat	UBO:0000850	Verata (Goat)	Verata	Goat	UBO:0000016
Verzasca!%!Goat	UBO:0000851	Verzasca (Goat)	Verzasca	Goat	UBO:0000016
Walliser Schwarzhals Ziege!%!Goat	UBO:0000852	Walliser Schwarzhals Ziege (Goat)	Walliser Schwarzhals Ziege	Goat	UBO:0000016
WeiÃŸe Deutsche Edelziege!%!Goat	UBO:0000853	WeiÃŸe Deutsche Edelziege (Goat)	WeiÃŸe Deutsche Edelziege	Goat	UBO:0000016
West African Dwarf!%!Goat	UBO:0000854	West African Dwarf (Goat)	West African Dwarf	Goat	UBO:0000016
Western Goat!%!Goat	UBO:0000855	Western Goat (Goat)	Western Goat	Goat	UBO:0000016
White Shorthaired Goat!%!Goat	UBO:0000856	White Shorthaired Goat (Goat)	White Shorthaired Goat	Goat	UBO:0000016
Yeomso!%!Goat	UBO:0000857	Yeomso (Goat)	Yeomso	Goat	UBO:0000016
African Goose!%!Goose (domestic)	UBO:0000858	African Goose (Goose (domestic))	African Goose	Goose (domestic)	UBO:0000017
Bourbonnaise!%!Goose (domestic)	UBO:0000859	Bourbonnaise (Goose (domestic))	Bourbonnaise	Goose (domestic)	UBO:0000017
Canadian!%!Goose (domestic)	UBO:0000860	Canadian (Goose (domestic))	Canadian	Goose (domestic)	UBO:0000017
Chinese!%!Goose (domestic)	UBO:0000861	Chinese (Goose (domestic))	Chinese	Goose (domestic)	UBO:0000017
Czech White!%!Goose (domestic)	UBO:0000862	Czech White (Goose (domestic))	Czech White	Goose (domestic)	UBO:0000017
Diepholzer!%!Goose (domestic)	UBO:0000863	Diepholzer (Goose (domestic))	Diepholzer	Goose (domestic)	UBO:0000017
Embden!%!Goose (domestic)	UBO:0000864	Embden (Goose (domestic))	Embden	Goose (domestic)	UBO:0000017
Landaise!%!Goose (domestic)	UBO:0000865	Landaise (Goose (domestic))	Landaise	Goose (domestic)	UBO:0000017
Large Grey!%!Goose (domestic)	UBO:0000866	Large Grey (Goose (domestic))	Large Grey	Goose (domestic)	UBO:0000017
Lion Head!%!Goose (domestic)	UBO:0000867	Lion Head (Goose (domestic))	Lion Head	Goose (domestic)	UBO:0000017
Oie des Landes!%!Goose (domestic)	UBO:0000868	Oie des Landes (Goose (domestic))	Oie des Landes	Goose (domestic)	UBO:0000017
Oies Dâ€™alsace!%!Goose (domestic)	UBO:0000869	Oies Dâ€™alsace (Goose (domestic))	Oies Dâ€™alsace	Goose (domestic)	UBO:0000017
Pilgrim!%!Goose (domestic)	UBO:0000870	Pilgrim (Goose (domestic))	Pilgrim	Goose (domestic)	UBO:0000017
Pomeranian!%!Goose (domestic)	UBO:0000871	Pomeranian (Goose (domestic))	Pomeranian	Goose (domestic)	UBO:0000017
Rhein!%!Goose (domestic)	UBO:0000872	Rhein (Goose (domestic))	Rhein	Goose (domestic)	UBO:0000017
Roman!%!Goose (domestic)	UBO:0000873	Roman (Goose (domestic))	Roman	Goose (domestic)	UBO:0000017
Sebastopol!%!Goose (domestic)	UBO:0000874	Sebastopol (Goose (domestic))	Sebastopol	Goose (domestic)	UBO:0000017
Slovak!%!Goose (domestic)	UBO:0000875	Slovak (Goose (domestic))	Slovak	Goose (domestic)	UBO:0000017
Steinbacher!%!Goose (domestic)	UBO:0000876	Steinbacher (Goose (domestic))	Steinbacher	Goose (domestic)	UBO:0000017
Swan!%!Goose (domestic)	UBO:0000877	Swan (Goose (domestic))	Swan	Goose (domestic)	UBO:0000017
Toulouse!%!Goose (domestic)	UBO:0000878	Toulouse (Goose (domestic))	Toulouse	Goose (domestic)	UBO:0000017
White Chinese!%!Goose (domestic)	UBO:0000879	White Chinese (Goose (domestic))	White Chinese	Goose (domestic)	UBO:0000017
White Emden!%!Goose (domestic)	UBO:0000880	White Emden (Goose (domestic))	White Emden	Goose (domestic)	UBO:0000017
White Hungarian!%!Goose (domestic)	UBO:0000881	White Hungarian (Goose (domestic))	White Hungarian	Goose (domestic)	UBO:0000017
Guanaco!%!Guanaco	UBO:0000882	Guanaco (Guanaco)	Guanaco	Guanaco	UBO:0000018
Grey Guineafowl!%!Guinea fowl	UBO:0000883	Grey Guineafowl (Guinea fowl)	Grey Guineafowl	Guinea fowl	UBO:0000019
Helmeted Guineafowl!%!Guinea fowl	UBO:0000884	Helmeted Guineafowl (Guinea fowl)	Helmeted Guineafowl	Guinea fowl	UBO:0000019
Pearl Guineafowl!%!Guinea fowl	UBO:0000885	Pearl Guineafowl (Guinea fowl)	Pearl Guineafowl	Guinea fowl	UBO:0000019
Purple Guineafowl!%!Guinea fowl	UBO:0000886	Purple Guineafowl (Guinea fowl)	Purple Guineafowl	Guinea fowl	UBO:0000019
White Guineafowl!%!Guinea fowl	UBO:0000887	White Guineafowl (Guinea fowl)	White Guineafowl	Guinea fowl	UBO:0000019
Andina!%!Guinea pig	UBO:0000888	Andina (Guinea pig)	Andina	Guinea pig	UBO:0000020
Cuy crillo de valles!%!Guinea pig	UBO:0000889	Cuy crillo de valles (Guinea pig)	Cuy crillo de valles	Guinea pig	UBO:0000020
Cuy peruano!%!Guinea pig	UBO:0000890	Cuy peruano (Guinea pig)	Cuy peruano	Guinea pig	UBO:0000020
*!%!Horse	UBO:0000891	* (Horse)	*	Horse	UBO:0000021
Å½emaitukai!%!Horse	UBO:0000892	Å½emaitukai (Horse)	Å½emaitukai	Horse	UBO:0000021
Adaev!%!Horse	UBO:0000893	Adaev (Horse)	Adaev	Horse	UBO:0000021
Akhal-Teke!%!Horse	UBO:0000894	Akhal-Teke (Horse)	Akhal-Teke	Horse	UBO:0000021
Altai!%!Horse	UBO:0000895	Altai (Horse)	Altai	Horse	UBO:0000021
American Miniatur Horse!%!Horse	UBO:0000896	American Miniatur Horse (Horse)	American Miniatur Horse	Horse	UBO:0000021
American Paint!%!Horse	UBO:0000897	American Paint (Horse)	American Paint	Horse	UBO:0000021
American Saddle Horse!%!Horse	UBO:0000898	American Saddle Horse (Horse)	American Saddle Horse	Horse	UBO:0000021
American Trotter!%!Horse	UBO:0000899	American Trotter (Horse)	American Trotter	Horse	UBO:0000021
Andalusian!%!Horse	UBO:0000900	Andalusian (Horse)	Andalusian	Horse	UBO:0000021
Anglo-Arab!%!Horse	UBO:0000901	Anglo-Arab (Horse)	Anglo-Arab	Horse	UBO:0000021
Anglo-Kabarda!%!Horse	UBO:0000902	Anglo-Kabarda (Horse)	Anglo-Kabarda	Horse	UBO:0000021
Anglo-Norma!%!Horse	UBO:0000903	Anglo-Norma (Horse)	Anglo-Norma	Horse	UBO:0000021
Appaloosa!%!Horse	UBO:0000904	Appaloosa (Horse)	Appaloosa	Horse	UBO:0000021
Arab!%!Horse	UBO:0000905	Arab (Horse)	Arab	Horse	UBO:0000021
Arab Horse!%!Horse	UBO:0000906	Arab Horse (Horse)	Arab Horse	Horse	UBO:0000021
Ardennes!%!Horse	UBO:0000907	Ardennes (Horse)	Ardennes	Horse	UBO:0000021
Argentine Criollo!%!Horse	UBO:0000908	Argentine Criollo (Horse)	Argentine Criollo	Horse	UBO:0000021
Auxois!%!Horse	UBO:0000909	Auxois (Horse)	Auxois	Horse	UBO:0000021
Azteca!%!Horse	UBO:0000910	Azteca (Horse)	Azteca	Horse	UBO:0000021
Bandiagara!%!Horse	UBO:0000911	Bandiagara (Horse)	Bandiagara	Horse	UBO:0000021
Barb!%!Horse	UBO:0000912	Barb (Horse)	Barb	Horse	UBO:0000021
Bashkir Curly!%!Horse	UBO:0000913	Bashkir Curly (Horse)	Bashkir Curly	Horse	UBO:0000021
Bavarian Warmblood!%!Horse	UBO:0000914	Bavarian Warmblood (Horse)	Bavarian Warmblood	Horse	UBO:0000021
Belgian Draft!%!Horse	UBO:0000915	Belgian Draft (Horse)	Belgian Draft	Horse	UBO:0000021
Belgian Sport Horse!%!Horse	UBO:0000916	Belgian Sport Horse (Horse)	Belgian Sport Horse	Horse	UBO:0000021
Belgian Warmblood!%!Horse	UBO:0000917	Belgian Warmblood (Horse)	Belgian Warmblood	Horse	UBO:0000021
Bhotia Pony!%!Horse	UBO:0000918	Bhotia Pony (Horse)	Bhotia Pony	Horse	UBO:0000021
Boer!%!Horse	UBO:0000919	Boer (Horse)	Boer	Horse	UBO:0000021
Bosnian!%!Horse	UBO:0000920	Bosnian (Horse)	Bosnian	Horse	UBO:0000021
Bosnian Mountain Horse!%!Horse	UBO:0000921	Bosnian Mountain Horse (Horse)	Bosnian Mountain Horse	Horse	UBO:0000021
Bosnian Pony!%!Horse	UBO:0000922	Bosnian Pony (Horse)	Bosnian Pony	Horse	UBO:0000021
Boulonnais!%!Horse	UBO:0000923	Boulonnais (Horse)	Boulonnais	Horse	UBO:0000021
Brandenburg!%!Horse	UBO:0000924	Brandenburg (Horse)	Brandenburg	Horse	UBO:0000021
Breton!%!Horse	UBO:0000925	Breton (Horse)	Breton	Horse	UBO:0000021
British Warmblood!%!Horse	UBO:0000926	British Warmblood (Horse)	British Warmblood	Horse	UBO:0000021
Budyonny!%!Horse	UBO:0000927	Budyonny (Horse)	Budyonny	Horse	UBO:0000021
Camargue!%!Horse	UBO:0000928	Camargue (Horse)	Camargue	Horse	UBO:0000021
Canadian!%!Horse	UBO:0000929	Canadian (Horse)	Canadian	Horse	UBO:0000021
Caspian!%!Horse	UBO:0000930	Caspian (Horse)	Caspian	Horse	UBO:0000021
Cheval!%!Horse	UBO:0000931	Cheval (Horse)	Cheval	Horse	UBO:0000021
Chummarti!%!Horse	UBO:0000932	Chummarti (Horse)	Chummarti	Horse	UBO:0000021
Cleveland Bay!%!Horse	UBO:0000933	Cleveland Bay (Horse)	Cleveland Bay	Horse	UBO:0000021
Clydesdale!%!Horse	UBO:0000934	Clydesdale (Horse)	Clydesdale	Horse	UBO:0000021
Cob!%!Horse	UBO:0000935	Cob (Horse)	Cob	Horse	UBO:0000021
Comtois!%!Horse	UBO:0000936	Comtois (Horse)	Comtois	Horse	UBO:0000021
Connemara Pony!%!Horse	UBO:0000937	Connemara Pony (Horse)	Connemara Pony	Horse	UBO:0000021
Costarricense de Paso!%!Horse	UBO:0000938	Costarricense de Paso (Horse)	Costarricense de Paso	Horse	UBO:0000021
CosteÃ±o!%!Horse	UBO:0000939	CosteÃ±o (Horse)	CosteÃ±o	Horse	UBO:0000021
Creole!%!Horse	UBO:0000940	Creole (Horse)	Creole	Horse	UBO:0000021
Criollo!%!Horse	UBO:0000941	Criollo (Horse)	Criollo	Horse	UBO:0000021
Croatian Coldblood horse!%!Horse	UBO:0000942	Croatian Coldblood horse (Horse)	Croatian Coldblood horse	Horse	UBO:0000021
Curly Horse!%!Horse	UBO:0000943	Curly Horse (Horse)	Curly Horse	Horse	UBO:0000021
Czech Riding Pony!%!Horse	UBO:0000944	Czech Riding Pony (Horse)	Czech Riding Pony	Horse	UBO:0000021
Czech Warmblood!%!Horse	UBO:0000945	Czech Warmblood (Horse)	Czech Warmblood	Horse	UBO:0000021
Dagestan Pony!%!Horse	UBO:0000946	Dagestan Pony (Horse)	Dagestan Pony	Horse	UBO:0000021
Dales!%!Horse	UBO:0000947	Dales (Horse)	Dales	Horse	UBO:0000021
Danish Warmblood!%!Horse	UBO:0000948	Danish Warmblood (Horse)	Danish Warmblood	Horse	UBO:0000021
Dartmoor Pony!%!Horse	UBO:0000949	Dartmoor Pony (Horse)	Dartmoor Pony	Horse	UBO:0000021
Don!%!Horse	UBO:0000950	Don (Horse)	Don	Horse	UBO:0000021
Dongola!%!Horse	UBO:0000951	Dongola (Horse)	Dongola	Horse	UBO:0000021
Dutch Warmblood!%!Horse	UBO:0000952	Dutch Warmblood (Horse)	Dutch Warmblood	Horse	UBO:0000021
Estonian Draft!%!Horse	UBO:0000953	Estonian Draft (Horse)	Estonian Draft	Horse	UBO:0000021
Estonian Heavy Draught!%!Horse	UBO:0000954	Estonian Heavy Draught (Horse)	Estonian Heavy Draught	Horse	UBO:0000021
Estonian Native Horse!%!Horse	UBO:0000955	Estonian Native Horse (Horse)	Estonian Native Horse	Horse	UBO:0000021
Exmoor Pony!%!Horse	UBO:0000956	Exmoor Pony (Horse)	Exmoor Pony	Horse	UBO:0000021
Falabella Pony!%!Horse	UBO:0000957	Falabella Pony (Horse)	Falabella Pony	Horse	UBO:0000021
Fell Pony!%!Horse	UBO:0000958	Fell Pony (Horse)	Fell Pony	Horse	UBO:0000021
Finnhorse!%!Horse	UBO:0000959	Finnhorse (Horse)	Finnhorse	Horse	UBO:0000021
Finnish warmblood!%!Horse	UBO:0000960	Finnish warmblood (Horse)	Finnish warmblood	Horse	UBO:0000021
Fjord!%!Horse	UBO:0000961	Fjord (Horse)	Fjord	Horse	UBO:0000021
Fjord Horse!%!Horse	UBO:0000962	Fjord Horse (Horse)	Fjord Horse	Horse	UBO:0000021
Flamand!%!Horse	UBO:0000963	Flamand (Horse)	Flamand	Horse	UBO:0000021
Frederiksborg Horse!%!Horse	UBO:0000964	Frederiksborg Horse (Horse)	Frederiksborg Horse	Horse	UBO:0000021
Freiberger!%!Horse	UBO:0000965	Freiberger (Horse)	Freiberger	Horse	UBO:0000021
French Chaser!%!Horse	UBO:0000966	French Chaser (Horse)	French Chaser	Horse	UBO:0000021
French Saddlebred!%!Horse	UBO:0000967	French Saddlebred (Horse)	French Saddlebred	Horse	UBO:0000021
French Trotter!%!Horse	UBO:0000968	French Trotter (Horse)	French Trotter	Horse	UBO:0000021
Friesian!%!Horse	UBO:0000969	Friesian (Horse)	Friesian	Horse	UBO:0000021
Furioso-Northstar!%!Horse	UBO:0000970	Furioso-Northstar (Horse)	Furioso-Northstar	Horse	UBO:0000021
Gelder horse!%!Horse	UBO:0000971	Gelder horse (Horse)	Gelder horse	Horse	UBO:0000021
German Riding Pony!%!Horse	UBO:0000972	German Riding Pony (Horse)	German Riding Pony	Horse	UBO:0000021
Gidran!%!Horse	UBO:0000973	Gidran (Horse)	Gidran	Horse	UBO:0000021
Gotland Pony!%!Horse	UBO:0000974	Gotland Pony (Horse)	Gotland Pony	Horse	UBO:0000021
Groninger horse!%!Horse	UBO:0000975	Groninger horse (Horse)	Groninger horse	Horse	UBO:0000021
Hackney!%!Horse	UBO:0000976	Hackney (Horse)	Hackney	Horse	UBO:0000021
Hackney Pony!%!Horse	UBO:0000977	Hackney Pony (Horse)	Hackney Pony	Horse	UBO:0000021
Haflinger!%!Horse	UBO:0000978	Haflinger (Horse)	Haflinger	Horse	UBO:0000021
Hanoverian!%!Horse	UBO:0000979	Hanoverian (Horse)	Hanoverian	Horse	UBO:0000021
Hausa!%!Horse	UBO:0000980	Hausa (Horse)	Hausa	Horse	UBO:0000021
Hessen!%!Horse	UBO:0000981	Hessen (Horse)	Hessen	Horse	UBO:0000021
Highland Pony!%!Horse	UBO:0000982	Highland Pony (Horse)	Highland Pony	Horse	UBO:0000021
Hispano-Arabe!%!Horse	UBO:0000983	Hispano-Arabe (Horse)	Hispano-Arabe	Horse	UBO:0000021
Hodh!%!Horse	UBO:0000984	Hodh (Horse)	Hodh	Horse	UBO:0000021
Holstein!%!Horse	UBO:0000985	Holstein (Horse)	Holstein	Horse	UBO:0000021
Holsteiner!%!Horse	UBO:0000986	Holsteiner (Horse)	Holsteiner	Horse	UBO:0000021
Hutsul!%!Horse	UBO:0000987	Hutsul (Horse)	Hutsul	Horse	UBO:0000021
Iberoamericana!%!Horse	UBO:0000988	Iberoamericana (Horse)	Iberoamericana	Horse	UBO:0000021
Iberoamericano!%!Horse	UBO:0000989	Iberoamericano (Horse)	Iberoamericano	Horse	UBO:0000021
Iceland Pony!%!Horse	UBO:0000990	Iceland Pony (Horse)	Iceland Pony	Horse	UBO:0000021
