	VBO:ID (start after the species ID)	label (includes species name because the same name might be shared between species)	new label	updated transboundary name (correct spelling)	species =parent term	parent ID	source for parents	in subset transboundary
Tinker!%!Horse	VBO:0001085	Tinker (Horse)	Tinker; Horse	Tinker	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Tori Horse (Toric)!%!Horse	VBO:0001086	Tori Horse (Toric) (Horse)	Tori Horse (Toric); Horse	Tori Horse (Toric)	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Trakehner!%!Horse	VBO:0001087	Trakehner (Horse)	Trakehner; Horse	Trakehner	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Trotter Horse!%!Horse	VBO:0001088	Trotter Horse (Horse)	Trotter Horse; Horse	Trotter Horse	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Tuigpaard!%!Horse	VBO:0001089	Tuigpaard (Horse)	Tuigpaard; Horse	Tuigpaard	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Waziri!%!Horse	VBO:0001090	Waziri (Horse)	Waziri; Horse	Waziri	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Welsh Pony!%!Horse	VBO:0001091	Welsh Pony (Horse)	Welsh Pony; Horse	Welsh Pony	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
West African Barb!%!Horse	VBO:0001092	West African Barb (Horse)	West African Barb; Horse	West African Barb	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
West African Dongola!%!Horse	VBO:0001093	West African Dongola (Horse)	West African Dongola; Horse	West African Dongola	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Westphalian Warmblood!%!Horse	VBO:0001094	Westphalian Warmblood (Horse)	Westphalian Warmblood; Horse	Westphalian Warmblood	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Yabu!%!Horse	VBO:0001095	Yabu (Horse)	Yabu; Horse	Yabu	Horse	NCBITaxon:9796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Chaku!%!Llama	VBO:0001096	Chaku (Llama)	Chaku; Llama	Chaku	Llama	NCBITaxon:9844	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kara!%!Llama	VBO:0001097	Kara (Llama)	Kara; Llama	Kara	Llama	NCBITaxon:9844	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Llhama!%!Llama	VBO:0001098	Llhama (Llama)	Llhama; Llama	Llhama	Llama	NCBITaxon:9844	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Muscovy!%!Muscovy duck	VBO:0001099	Muscovy (Muscovy duck)	Muscovy; Muscovy duck	Muscovy	Muscovy duck	NCBITaxon:8855	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Ã‘andÃº!%!Nandu	VBO:0001100	Ñandú (Nandu)	Ñandú; Nandu	Ñandú	Nandu	NCBITaxon:8796	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
African Black!%!Ostrich	VBO:0001101	African Black (Ostrich)	African Black; Ostrich	African Black	Ostrich	NCBITaxon:8801	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Australian!%!Ostrich	VBO:0001102	Australian (Ostrich)	Australian; Ostrich	Australian	Ostrich	NCBITaxon:8801	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kenyan Red!%!Ostrich	VBO:0001103	Kenyan Red (Ostrich)	Kenyan Red; Ostrich	Kenyan Red	Ostrich	NCBITaxon:8801	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Alentejana!%!Pig	VBO:0001104	Alentejana (Pig)	Alentejana; Pig	Alentejana	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
American Hampshire!%!Pig	VBO:0001105	American Hampshire (Pig)	American Hampshire; Pig	American Hampshire	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
American Landrace!%!Pig	VBO:0001106	American Landrace (Pig)	American Landrace; Pig	American Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Andalusian Spotted!%!Pig	VBO:0001107	Andalusian Spotted (Pig)	Andalusian Spotted; Pig	Andalusian Spotted	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Angeln Saddleback!%!Pig	VBO:0001108	Angeln Saddleback (Pig)	Angeln Saddleback; Pig	Angeln Saddleback	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Basque Black Pied!%!Pig	VBO:0001109	Basque Black Pied (Pig)	Basque Black Pied; Pig	Basque Black Pied	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Bayeux!%!Pig	VBO:0001110	Bayeux (Pig)	Bayeux; Pig	Bayeux	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Bearded Pig!%!Pig	VBO:0001111	Bearded Pig (Pig)	Bearded Pig; Pig	Bearded Pig	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Belgian Landrace!%!Pig	VBO:0001112	Belgian Landrace (Pig)	Belgian Landrace; Pig	Belgian Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Bentheim Black Pied!%!Pig	VBO:0001113	Bentheim Black Pied (Pig)	Bentheim Black Pied; Pig	Bentheim Black Pied	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Berkshire!%!Pig	VBO:0001114	Berkshire (Pig)	Berkshire; Pig	Berkshire	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Bisaro!%!Pig	VBO:0001115	Bisaro (Pig)	Bisaro; Pig	Bisaro	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Black Canary!%!Pig	VBO:0001116	Black Canary (Pig)	Black Canary; Pig	Black Canary	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Black Slavonian pig!%!Pig	VBO:0001117	Black Slavonian pig (Pig)	Black Slavonian pig; Pig	Black Slavonian pig	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
British Landrace!%!Pig	VBO:0001118	British Landrace (Pig)	British Landrace; Pig	British Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Bunte Bentheimer!%!Pig	VBO:0001119	Bunte Bentheimer (Pig)	Bunte Bentheimer; Pig	Bunte Bentheimer	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Chester White!%!Pig	VBO:0001120	Chester White (Pig)	Chester White; Pig	Chester White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Corsican!%!Pig	VBO:0001121	Corsican (Pig)	Corsican; Pig	Corsican	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dalland!%!Pig	VBO:0001122	Dalland (Pig)	Dalland; Pig	Dalland	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Danish Black Pied Pig!%!Pig	VBO:0001123	Danish Black Pied Pig (Pig)	Danish Black Pied Pig; Pig	Danish Black Pied Pig	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Danish Landrace!%!Pig	VBO:0001124	Danish Landrace (Pig)	Danish Landrace; Pig	Danish Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
DRB!%!Pig	VBO:0001125	DRB (Pig)	DRB; Pig	DRB	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
DRC!%!Pig	VBO:0001126	DRC (Pig)	DRC; Pig	DRC	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Duroc!%!Pig	VBO:0001127	Duroc (Pig)	Duroc; Pig	Duroc	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Dutch Landrace!%!Pig	VBO:0001128	Dutch Landrace (Pig)	Dutch Landrace; Pig	Dutch Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Estonian Landrace!%!Pig	VBO:0001129	Estonian Landrace (Pig)	Estonian Landrace; Pig	Estonian Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Estonian Large White!%!Pig	VBO:0001130	Estonian Large White (Pig)	Estonian Large White; Pig	Estonian Large White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
FH012!%!Pig	VBO:0001131	FH012 (Pig)	FH012; Pig	FH012	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
FH016!%!Pig	VBO:0001132	FH016 (Pig)	FH016; Pig	FH016	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Finnish Landrace!%!Pig	VBO:0001133	Finnish Landrace (Pig)	Finnish Landrace; Pig	Finnish Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Forest Mountain!%!Pig	VBO:0001134	Forest Mountain (Pig)	Forest Mountain; Pig	Forest Mountain	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
French Landrace!%!Pig	VBO:0001135	French Landrace (Pig)	French Landrace; Pig	French Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gallia!%!Pig	VBO:0001136	Gallia (Pig)	Gallia; Pig	Gallia	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gascony!%!Pig	VBO:0001137	Gascony (Pig)	Gascony; Pig	Gascony	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
German Landrace!%!Pig	VBO:0001138	German Landrace (Pig)	German Landrace; Pig	German Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
German Large White!%!Pig	VBO:0001139	German Large White (Pig)	German Large White; Pig	German Large White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
German Saddleback!%!Pig	VBO:0001140	German Saddleback (Pig)	German Saddleback; Pig	German Saddleback	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Ghori!%!Pig	VBO:0001141	Ghori (Pig)	Ghori; Pig	Ghori	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gloucestershire Old Spot!%!Pig	VBO:0001142	Gloucestershire Old Spot (Pig)	Gloucestershire Old Spot; Pig	Gloucestershire Old Spot	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Gochu Asturcelta!%!Pig	VBO:0001143	Gochu Asturcelta (Pig)	Gochu Asturcelta; Pig	Gochu Asturcelta	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Greek!%!Pig	VBO:0001144	Greek (Pig)	Greek; Pig	Greek	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Haitian!%!Pig	VBO:0001145	Haitian (Pig)	Haitian; Pig	Haitian	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hampshire!%!Pig	VBO:0001146	Hampshire (Pig)	Hampshire; Pig	Hampshire	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Hereford!%!Pig	VBO:0001147	Hereford (Pig)	Hereford; Pig	Hereford	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Iban!%!Pig	VBO:0001148	Iban (Pig)	Iban; Pig	Iban	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Iberian Black!%!Pig	VBO:0001149	Iberian Black (Pig)	Iberian Black; Pig	Iberian Black	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Iberian Swine!%!Pig	VBO:0001150	Iberian Swine (Pig)	Iberian Swine; Pig	Iberian Swine	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Irish Landrace!%!Pig	VBO:0001151	Irish Landrace (Pig)	Irish Landrace; Pig	Irish Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jersey Red!%!Pig	VBO:0001152	Jersey Red (Pig)	Jersey Red; Pig	Jersey Red	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Jia-Xing!%!Pig	VBO:0001153	Jia-Xing (Pig)	Jia-Xing; Pig	Jia-Xing	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kahyb!%!Pig	VBO:0001154	Kahyb (Pig)	Kahyb; Pig	Kahyb	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kakhuri Pig!%!Pig	VBO:0001155	Kakhuri Pig (Pig)	Kakhuri Pig; Pig	Kakhuri Pig	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kemerovo!%!Pig	VBO:0001156	Kemerovo (Pig)	Kemerovo; Pig	Kemerovo	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Korean native!%!Pig	VBO:0001157	Korean native (Pig)	Korean native; Pig	Korean native	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Korhogo!%!Pig	VBO:0001158	Korhogo (Pig)	Korhogo; Pig	Korhogo	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Kunekune!%!Pig	VBO:0001159	Kunekune (Pig)	Kunekune; Pig	Kunekune	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lacombe!%!Pig	VBO:0001160	Lacombe (Pig)	Lacombe; Pig	Lacombe	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Landrace!%!Pig	VBO:0001161	Landrace (Pig)	Landrace; Pig	Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Large Black!%!Pig	VBO:0001162	Large Black (Pig)	Large Black; Pig	Large Black	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Large White!%!Pig	VBO:0001163	Large White (Pig)	Large White; Pig	Large White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Leicoma!%!Pig	VBO:0001164	Leicoma (Pig)	Leicoma; Pig	Leicoma	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Limousin!%!Pig	VBO:0001165	Limousin (Pig)	Limousin; Pig	Limousin	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Line 990!%!Pig	VBO:0001166	Line 990 (Pig)	Line 990; Pig	Line 990	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Lithuanian White!%!Pig	VBO:0001167	Lithuanian White (Pig)	Lithuanian White; Pig	Lithuanian White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Livny!%!Pig	VBO:0001168	Livny (Pig)	Livny; Pig	Livny	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Mangalitsa!%!Pig	VBO:0001169	Mangalitsa (Pig)	Mangalitsa; Pig	Mangalitsa	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Mangalitsa Blond!%!Pig	VBO:0001170	Mangalitsa Blond (Pig)	Mangalitsa Blond; Pig	Mangalitsa Blond	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Mangalitsa Red!%!Pig	VBO:0001171	Mangalitsa Red (Pig)	Mangalitsa Red; Pig	Mangalitsa Red	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Mangalitsa Swallow Bellied!%!Pig	VBO:0001172	Mangalitsa Swallow Bellied (Pig)	Mangalitsa Swallow Bellied; Pig	Mangalitsa Swallow Bellied	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Mangalitsa Swalow Belly!%!Pig	VBO:0001173	Mangalitsa Swalow Belly (Pig)	Mangalitsa Swalow Belly; Pig	Mangalitsa Swalow Belly	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Mangouste!%!Pig	VBO:0001174	Mangouste (Pig)	Mangouste; Pig	Mangouste	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Meishan!%!Pig	VBO:0001175	Meishan (Pig)	Meishan; Pig	Meishan	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Middle White!%!Pig	VBO:0001176	Middle White (Pig)	Middle White; Pig	Middle White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Murcian!%!Pig	VBO:0001177	Murcian (Pig)	Murcian; Pig	Murcian	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Murom!%!Pig	VBO:0001178	Murom (Pig)	Murom; Pig	Murom	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Musclor!%!Pig	VBO:0001179	Musclor (Pig)	Musclor; Pig	Musclor	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
New Haitian!%!Pig	VBO:0001180	New Haitian (Pig)	New Haitian; Pig	New Haitian	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
North Caucasus!%!Pig	VBO:0001181	North Caucasus (Pig)	North Caucasus; Pig	North Caucasus	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
North Siberian!%!Pig	VBO:0001182	North Siberian (Pig)	North Siberian; Pig	North Siberian	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Norwegian Landrace!%!Pig	VBO:0001183	Norwegian Landrace (Pig)	Norwegian Landrace; Pig	Norwegian Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Norwegian Yorkshire!%!Pig	VBO:0001184	Norwegian Yorkshire (Pig)	Norwegian Yorkshire; Pig	Norwegian Yorkshire	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Pelon!%!Pig	VBO:0001185	Pelon (Pig)	Pelon; Pig	Pelon	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Pen Ar Lan P 77!%!Pig	VBO:0001186	Pen Ar Lan P 77 (Pig)	Pen Ar Lan P 77; Pig	Pen Ar Lan P 77	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Penshire!%!Pig	VBO:0001187	Penshire (Pig)	Penshire; Pig	Penshire	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
PIC HY!%!Pig	VBO:0001188	PIC HY (Pig)	PIC HY; Pig	PIC HY	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Pietrain!%!Pig	VBO:0001189	Pietrain (Pig)	Pietrain; Pig	Pietrain	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Poland China!%!Pig	VBO:0001190	Poland China (Pig)	Poland China; Pig	Poland China	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Polish Large White!%!Pig	VBO:0001191	Polish Large White (Pig)	Polish Large White; Pig	Polish Large White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Pulawska!%!Pig	VBO:0001192	Pulawska (Pig)	Pulawska; Pig	Pulawska	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Saddleback!%!Pig	VBO:0001193	Saddleback (Pig)	Saddleback; Pig	Saddleback	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Seghers!%!Pig	VBO:0001194	Seghers (Pig)	Seghers; Pig	Seghers	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Siberian!%!Pig	VBO:0001195	Siberian (Pig)	Siberian; Pig	Siberian	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Siberian Black Pied!%!Pig	VBO:0001196	Siberian Black Pied (Pig)	Siberian Black Pied; Pig	Siberian Black Pied	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
slovenian large white!%!Pig	VBO:0001197	slovenian large white (Pig)	slovenian large white; Pig	slovenian large white	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Spotted!%!Pig	VBO:0001198	Spotted (Pig)	Spotted; Pig	Spotted	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Sus scrofa!%!Pig	VBO:0001199	Sus scrofa (Pig)	Sus scrofa; Pig	Sus scrofa	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Swedish Landrace!%!Pig	VBO:0001200	Swedish Landrace (Pig)	Swedish Landrace; Pig	Swedish Landrace	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Swedish Large White!%!Pig	VBO:0001201	Swedish Large White (Pig)	Swedish Large White; Pig	Swedish Large White	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Tamworth!%!Pig	VBO:0001202	Tamworth (Pig)	Tamworth; Pig	Tamworth	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Tia Meslan!%!Pig	VBO:0001203	Tia Meslan (Pig)	Tia Meslan; Pig	Tia Meslan	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
Tsivilsk!%!Pig	VBO:0001204	Tsivilsk (Pig)	Tsivilsk; Pig	Tsivilsk	Pig	NCBITaxon:9823	https://www.fao.org/dad-is	http://purl.obolibrary.org/obo/vbo#transboundary
